srx_accession,entrez_id,file_path,obs_count,lib_prep,tech_10x,cell_prep,organism,tissue,tissue_ontology_term_id,disease,disease_ontology_term_id,perturbation,cell_line,antibody_derived_tag,czi_collection_id,czi_collection_name,is_lung,study_accession
SRX24312778,32625512,gs://arc-institute-virtual-cell-atlas/scbasecount/2026-01-12/h5ad/GeneFull/Homo_sapiens/SRX24312778.h5ad,7558,10x_Genomics,3_prime_gex,single_cell,Homo sapiens,fetal lung,UBERON:0002048,none,,none,none,no,,,True,PRJNA1102355
SRX19704182,27011735,gs://arc-institute-virtual-cell-atlas/scbasecount/2026-01-12/h5ad/GeneFull/Homo_sapiens/SRX19704182.h5ad,5694,10x_Genomics,3_prime_gex,single_cell,Homo sapiens,lung,UBERON:0002048,CWP (Coal Workers' Pneumoconiosis),MONDO:0006654,Tissue samples digested using collagenase I/dispase II or Miltenyi Multi-Tissue Dissociation Kit,none,no,,,True,PRJNA945854
SRX25595940,34594110,gs://arc-institute-virtual-cell-atlas/scbasecount/2026-01-12/h5ad/GeneFull/Homo_sapiens/SRX25595940.h5ad,11849,10x_Genomics,3_prime_gex,single_cell,Homo sapiens,lung,UBERON:0002048,unsure,,50th passage after low dose rate exposure (0.5 Gy),BEAS-2B,no,,,True,PRJNA1144126
SRX21808831,29614585,gs://arc-institute-virtual-cell-atlas/scbasecount/2026-01-12/h5ad/GeneFull/Homo_sapiens/SRX21808831.h5ad,7592,10x_Genomics,3_prime_gex,single_cell,Homo sapiens,parietal pleura,UBERON:0002400,pleural mesothelioma,MONDO:0003308,samples from VATS for pneumothorax,not specified,no,,,True,PRJNA1018509
SRX23825231,32126941,gs://arc-institute-virtual-cell-atlas/scbasecount/2026-01-12/h5ad/GeneFull/Homo_sapiens/SRX23825231.h5ad,4897,10x_Genomics,5_prime_gex,single_cell,Homo sapiens,lung,UBERON:0002048,non-diseased,,not specified,not specified,no,,,True,PRJNA1083452
SRX25261737,33603811,gs://arc-institute-virtual-cell-atlas/scbasecount/2026-01-12/h5ad/GeneFull/Homo_sapiens/SRX25261737.h5ad,10662,10x_Genomics,5_prime_gex,single_cell,Homo sapiens,bronchoalveolar lavage,UBERON:0002048,fibrotic hypersensitivity pneumonitis,MONDO:0975896,immune perturbations,unsure,no,,,True,PRJNA1133168
SRX23457974,31689183,gs://arc-institute-virtual-cell-atlas/scbasecount/2026-01-12/h5ad/GeneFull/Homo_sapiens/SRX23457974.h5ad,13814,10x_Genomics,3_prime_gex,single_cell,Homo sapiens,bronchial epithelium,UBERON:0002031,infected by betacoronaviruses,,unsure,HBEC organoid-BA275-2,no,,,True,PRJNA1071273
SRX23457971,31689180,gs://arc-institute-virtual-cell-atlas/scbasecount/2026-01-12/h5ad/GeneFull/Homo_sapiens/SRX23457971.h5ad,2054,10x_Genomics,3_prime_gex,single_cell,Homo sapiens,bronchial epithelium,,MERS-CoV infection,MONDO:0100116,infected by MERS-CoV,HBEC organoid-MERS-2,no,,,True,PRJNA1071273
SRX19704899,27012452,gs://arc-institute-virtual-cell-atlas/scbasecount/2026-01-12/h5ad/GeneFull/Homo_sapiens/SRX19704899.h5ad,11852,10x_Genomics,3_prime_gex,single_cell,Homo sapiens,human bronchial epithelial cells (HBE),UBERON:0002031,not specified,,normoxia (control condition),D16S (HBE cells cultured on air-liquid interface),no,,,True,PRJNA945866
SRX22996389,31070199,gs://arc-institute-virtual-cell-atlas/scbasecount/2026-01-12/h5ad/GeneFull/Homo_sapiens/SRX22996389.h5ad,3334,10x_Genomics,3_prime_gex,single_cell,Homo sapiens,lung,UBERON:0002048,lung adenocarcinoma (LUAD),MONDO:0005061,unsure,unsure,no,,,True,PRJNA1055415
SRX19836245,27193147,gs://arc-institute-virtual-cell-atlas/scbasecount/2026-01-12/h5ad/GeneFull/Homo_sapiens/SRX19836245.h5ad,7156,10x_Genomics,3_prime_gex,single_cell,Homo sapiens,medium/small size pulmonary artery,UBERON:8600060,pulmonary hypertension associated with pulmonary fibrosis,MONDO:0005149,unsure,PA resident cells,no,,,True,PRJNA950922
SRX19730935,27041918,gs://arc-institute-virtual-cell-atlas/scbasecount/2026-01-12/h5ad/GeneFull/Homo_sapiens/SRX19730935.h5ad,5568,10x_Genomics,3_prime_gex,single_cell,Homo sapiens,lung tumor,UBERON:0002048,lung carcinoma,MONDO:0005138,"Cells were transduced with PU.1, IRF8, BATF3 (PIB) and EGFP",L2404,no,,,True,PRJNA934540
SRX19886033,27256580,gs://arc-institute-virtual-cell-atlas/scbasecount/2026-01-12/h5ad/GeneFull/Homo_sapiens/SRX19886033.h5ad,6230,10x_Genomics,3_prime_gex,single_cell,Homo sapiens,lung,,carcinoma non-small cell,MONDO:0005233,"AMG-510 1.5um + TEADi 500nm, 72h",H23,no,,,True,PRJNA952672
SRX22996366,31070176,gs://arc-institute-virtual-cell-atlas/scbasecount/2026-01-12/h5ad/GeneFull/Homo_sapiens/SRX22996366.h5ad,3399,10x_Genomics,3_prime_gex,single_cell,Homo sapiens,lung,UBERON:0002048,lung adenocarcinoma,MONDO:0005061,unsure,unsure,no,,,True,PRJNA1055415
SRX20811754,28243076,gs://arc-institute-virtual-cell-atlas/scbasecount/2026-01-12/h5ad/GeneFull/Homo_sapiens/SRX20811754.h5ad,3386,10x_Genomics,5_prime_gex,single_cell,Homo sapiens,tracheal aspirate,UBERON:0002819,COVID-19,MONDO:0100096,NoDex (no dexamethasone),other,no,,,True,PRJNA988459
SRX20811744,28243066,gs://arc-institute-virtual-cell-atlas/scbasecount/2026-01-12/h5ad/GeneFull/Homo_sapiens/SRX20811744.h5ad,1160,10x_Genomics,5_prime_gex,single_cell,Homo sapiens,tracheal aspirate,UBERON:0006833,COVID-19,MONDO:0100096,Dexamethasone (Dex),not specified; sample derived from patient 357,no,,,True,PRJNA988459
SRX19704146,27011699,gs://arc-institute-virtual-cell-atlas/scbasecount/2026-01-12/h5ad/GeneFull/Homo_sapiens/SRX19704146.h5ad,389,10x_Genomics,3_prime_gex,single_cell,Homo sapiens,lung,UBERON:0002048,pulmonary fibrosis,MONDO:0002771,none,VUHD0076,no,,,True,PRJNA945854
SRX19704192,27011745,gs://arc-institute-virtual-cell-atlas/scbasecount/2026-01-12/h5ad/GeneFull/Homo_sapiens/SRX19704192.h5ad,909,10x_Genomics,3_prime_gex,single_cell,Homo sapiens,lung,UBERON:0002048,control (healthy),,not specified,not applicable,no,,,True,PRJNA945854
SRX22996335,31070145,gs://arc-institute-virtual-cell-atlas/scbasecount/2026-01-12/h5ad/GeneFull/Homo_sapiens/SRX22996335.h5ad,6478,10x_Genomics,3_prime_gex,single_cell,Homo sapiens,lung,UBERON:0002048,lung adenocarcinoma,MONDO:0005061,not specified,not specified,no,,,True,PRJNA1055415
SRX19704150,27011703,gs://arc-institute-virtual-cell-atlas/scbasecount/2026-01-12/h5ad/GeneFull/Homo_sapiens/SRX19704150.h5ad,1945,10x_Genomics,3_prime_gex,single_cell,Homo sapiens,lung,,pulmonary fibrosis,MONDO:0002771,tissue samples from ILD and nonfibrotic controls,primary human lung tissue,no,,,True,PRJNA945854
SRX19836243,27193145,gs://arc-institute-virtual-cell-atlas/scbasecount/2026-01-12/h5ad/GeneFull/Homo_sapiens/SRX19836243.h5ad,2503,10x_Genomics,3_prime_gex,single_cell,Homo sapiens,medium/small size pulmonary artery,UBERON:8600060,pulmonary hypertension associated with pulmonary fibrosis,MONDO:0005149,unsure,PA resident cells,no,,,True,PRJNA950922
SRX23457977,31689186,gs://arc-institute-virtual-cell-atlas/scbasecount/2026-01-12/h5ad/GeneFull/Homo_sapiens/SRX23457977.h5ad,2127,10x_Genomics,3_prime_gex,single_cell,Homo sapiens,bronchial epithelium,UBERON:0002031,viral infections,MONDO:0020950,"infected with HCoV-OC43, SARS-CoV, MERS-CoV, and SARS-CoV-2",HBEC organoid-OC43-1,no,,,True,PRJNA1071273
SRX19704187,27011740,gs://arc-institute-virtual-cell-atlas/scbasecount/2026-01-12/h5ad/GeneFull/Homo_sapiens/SRX19704187.h5ad,16539,10x_Genomics,3_prime_gex,single_cell,Homo sapiens,lung,UBERON:0002048,idiopathic pulmonary fibrosis,MONDO:0800504,unsure,not_applicable,no,,,True,PRJNA945854
SRX22558192,30554144,gs://arc-institute-virtual-cell-atlas/scbasecount/2026-01-12/h5ad/GeneFull/Homo_sapiens/SRX22558192.h5ad,9758,10x_Genomics,5_prime_gex,single_cell,Homo sapiens,subglottic tracheal tissue,UBERON:0036068,idiopathic subglottic tracheal stenosis,MONDO:0958099,dissociation using MACS Miltenyi Tumor Dissociation Kit,unsure,no,,,True,PRJNA1041779
SRX19704199,27011752,gs://arc-institute-virtual-cell-atlas/scbasecount/2026-01-12/h5ad/GeneFull/Homo_sapiens/SRX19704199.h5ad,6570,10x_Genomics,3_prime_gex,single_cell,Homo sapiens,lung,,control (healthy),,not specified,not specified,no,,,True,PRJNA945854
ERX11876772,36179491,gs://arc-institute-virtual-cell-atlas/scbasecount/2026-01-12/h5ad/GeneFull/Homo_sapiens/ERX11876772.h5ad,7084,10x_Genomics,3_prime_gex,single_cell,Homo sapiens,lung tumor subpleural margin,UBERON:0008946,non-small cell squamous lung carcinoma,MONDO:0056806,samples collected after surgical resection,"fibroblast, endothelial cell",no,,,True,PRJEB71931
SRX17689196,24589229,gs://arc-institute-virtual-cell-atlas/scbasecount/2026-01-12/h5ad/GeneFull/Homo_sapiens/SRX17689196.h5ad,4532,10x_Genomics,3_prime_gex,single_cell,Homo sapiens,lung,UBERON:0002048,normal,,none,SC56,no,,,True,PRJNA883741
SRX19704178,27011731,gs://arc-institute-virtual-cell-atlas/scbasecount/2026-01-12/h5ad/GeneFull/Homo_sapiens/SRX19704178.h5ad,24834,10x_Genomics,3_prime_gex,single_cell,Homo sapiens,lung,UBERON:0002048,control (healthy individual),,not specified,not specified,no,,,True,PRJNA945854
SRX19844839,27212938,gs://arc-institute-virtual-cell-atlas/scbasecount/2026-01-12/h5ad/GeneFull/Homo_sapiens/SRX19844839.h5ad,5081,10x_Genomics,3_prime_gex,single_cell,Homo sapiens,lung,UBERON:0002048,ILD (Interstitial Lung Disease),MONDO:0015925,unsure,not_applicable,no,,,True,PRJNA945854
SRX26487580,35790361,gs://arc-institute-virtual-cell-atlas/scbasecount/2026-01-12/h5ad/GeneFull/Homo_sapiens/SRX26487580.h5ad,3255,10x_Genomics,5_prime_gex,single_cell,Homo sapiens,lung tumor,,non-small cell lung cancer (NSCLC),MONDO:0005233,nivolumab + chemotherapy,freshly dissociated tissue,no,,,True,PRJNA1177414
SRX17689208,24589241,gs://arc-institute-virtual-cell-atlas/scbasecount/2026-01-12/h5ad/GeneFull/Homo_sapiens/SRX17689208.h5ad,3892,10x_Genomics,3_prime_gex,single_cell,Homo sapiens,lung,UBERON:0002048,idiopathic pulmonary fibrosis,MONDO:0800504,unsure,unsure,no,,,True,PRJNA883741
SRX17896692,24830388,gs://arc-institute-virtual-cell-atlas/scbasecount/2026-01-12/h5ad/GeneFull/Homo_sapiens/SRX17896692.h5ad,3990,10x_Genomics,3_prime_gex,single_cell,Homo sapiens,hESC-derived distal lung organoid,UBERON:0002299,Acute Coronary Syndrome,MONDO:0005542,not specified,RUES2,no,,,True,PRJNA890673
SRX17941757,24882223,gs://arc-institute-virtual-cell-atlas/scbasecount/2026-01-12/h5ad/GeneFull/Homo_sapiens/SRX17941757.h5ad,5740,10x_Genomics,3_prime_gex,single_cell,Homo sapiens,lung carcinoma cell line,,not specified,,"lentiviral pool for expression of 120 gRNAs, tamoxifen, puromycin",A549,no,,,True,PRJNA891742
SRX17949769,24890236,gs://arc-institute-virtual-cell-atlas/scbasecount/2026-01-12/h5ad/GeneFull/Homo_sapiens/SRX17949769.h5ad,7002,10x_Genomics,5_prime_gex,single_cell,Homo sapiens,ALI Distal Lung Organoid,UBERON:0004821,unsure,,unsure,"NonImmune, Collagen, Male, 66 years, Non-infected",no,,,True,PRJNA891766
SRX25038168,33375420,gs://arc-institute-virtual-cell-atlas/scbasecount/2026-01-12/h5ad/GeneFull/Homo_sapiens/SRX25038168.h5ad,6592,10x_Genomics,5_prime_gex,single_cell,Homo sapiens,lung,UBERON:0002048,"lung cancer, COPD","MONDO:0008903,MONDO:0005002","samples from patients with lung cancer, organoid culture protocol",none,no,,,True,PRJNA1127657
SRX16757155,23514454,gs://arc-institute-virtual-cell-atlas/scbasecount/2026-01-12/h5ad/GeneFull/Homo_sapiens/SRX16757155.h5ad,964,10x_Genomics,3_prime_gex,single_cell,Homo sapiens,medium/small size pulmonary artery,UBERON:8600060,pulmonary arterial hypertension (PAH),MONDO:0015924,normobaric hypoxia (10% O2) or normoxia (21% O2),PA resident cells,no,,,True,PRJNA864822
SRX12868720,17542904,gs://arc-institute-virtual-cell-atlas/scbasecount/2026-01-12/h5ad/GeneFull/Homo_sapiens/SRX12868720.h5ad,14168,10x_Genomics,3_prime_gex,single_cell,Homo sapiens,lung,UBERON:0002048,normal adjacent lung tissue from lung adenocarcinoma patient,,"right lower lobe, segmentectomy",not_applicable,no,,,True,PRJNA773987
SRX17150747,23953745,gs://arc-institute-virtual-cell-atlas/scbasecount/2026-01-12/h5ad/GeneFull/Homo_sapiens/SRX17150747.h5ad,17300,10x_Genomics,3_prime_gex,single_cell,Homo sapiens,lung,UBERON:0002048,hereditary neuropathy with liability to pressure palsy,MONDO:0008087,irradiation,A549,no,,,True,PRJNA871210
SRX16757156,23514455,gs://arc-institute-virtual-cell-atlas/scbasecount/2026-01-12/h5ad/GeneFull/Homo_sapiens/SRX16757156.h5ad,3378,10x_Genomics,3_prime_gex,single_cell,Homo sapiens,medium/small size pulmonary artery,UBERON:8600060,pulmonary arterial hypertension (PAH),MONDO:0015924,normobaric hypoxia (10% O2) or normoxia (21% O2) for three weeks,PA resident cells,no,,,True,PRJNA864822
SRX12366723,16543594,gs://arc-institute-virtual-cell-atlas/scbasecount/2026-01-12/h5ad/GeneFull/Homo_sapiens/SRX12366723.h5ad,4032,10x_Genomics,3_prime_gex,single_cell,Homo sapiens,lung,UBERON:0002048,lung neoplasms,MONDO:0021117,unsure,unsure,no,,,True,PRJNA766517
SRX14891758,21326072,gs://arc-institute-virtual-cell-atlas/scbasecount/2026-01-12/h5ad/GeneFull/Homo_sapiens/SRX14891758.h5ad,9863,10x_Genomics,3_prime_gex,single_cell,Homo sapiens,lung,UBERON:0002048,unsure,,unsure,human lung,no,,,True,PRJNA827791
SRX16757157,23514456,gs://arc-institute-virtual-cell-atlas/scbasecount/2026-01-12/h5ad/GeneFull/Homo_sapiens/SRX16757157.h5ad,11275,10x_Genomics,3_prime_gex,single_cell,Homo sapiens,medium/small size pulmonary artery,UBERON:8600060,pulmonary arterial hypertension (PAH),MONDO:0015924,mice kept under normobaric hypoxia (10% O2) or normoxia (21% O2) for three weeks,PA resident cells,no,,,True,PRJNA864822
SRX18248069,25232718,gs://arc-institute-virtual-cell-atlas/scbasecount/2026-01-12/h5ad/GeneFull/Homo_sapiens/SRX18248069.h5ad,9325,10x_Genomics,3_prime_gex,single_cell,Homo sapiens,lung tumor tissue,UBERON:0002048,lung adenocarcinoma,MONDO:0005061,unsure,unsure,no,,,True,PRJNA901260
SRX16217014,22921636,gs://arc-institute-virtual-cell-atlas/scbasecount/2026-01-12/h5ad/GeneFull/Homo_sapiens/SRX16217014.h5ad,20810,10x_Genomics,3_prime_gex,single_cell,Homo sapiens,lung tumour,UBERON:0002048,cancer immunotherapy,MONDO:0004992,"treatment with PD1, 96 hours",CD45+,maybe,,,True,PRJNA858410
SRX19704191,27011744,gs://arc-institute-virtual-cell-atlas/scbasecount/2026-01-12/h5ad/GeneFull/Homo_sapiens/SRX19704191.h5ad,2361,10x_Genomics,3_prime_gex,single_cell,Homo sapiens,lung,UBERON:0002048,control (healthy),,unsure,unsure,no,,,True,PRJNA945854
SRX19704141,27011694,gs://arc-institute-virtual-cell-atlas/scbasecount/2026-01-12/h5ad/GeneFull/Homo_sapiens/SRX19704141.h5ad,17093,10x_Genomics,3_prime_gex,single_cell,Homo sapiens,lung,UBERON:0002048,pulmonary fibrosis (PF) and healthy controls,MONDO:0002771,collagenase I/dispase II or Miltenyi Multi-Tissue Dissociation Kit,VUHD106,no,,,True,PRJNA945854
SRX18965982,26106282,gs://arc-institute-virtual-cell-atlas/scbasecount/2026-01-12/h5ad/GeneFull/Homo_sapiens/SRX18965982.h5ad,36932,10x_Genomics,multiome,single_cell,Homo sapiens,human airway organoid,,not specified,,beta (agent),not specified,no,,,True,PRJNA919922
SRX16217008,22921630,gs://arc-institute-virtual-cell-atlas/scbasecount/2026-01-12/h5ad/GeneFull/Homo_sapiens/SRX16217008.h5ad,12463,10x_Genomics,3_prime_gex,single_cell,Homo sapiens,lung tumour,,cancer immunotherapy,MONDO:0004992,PD1-LAG3,CD45+,no,,,True,PRJNA858410
SRX18965977,26106277,gs://arc-institute-virtual-cell-atlas/scbasecount/2026-01-12/h5ad/GeneFull/Homo_sapiens/SRX18965977.h5ad,46917,10x_Genomics,3_prime_gex,single_cell,Homo sapiens,airway organoid,UBERON:0004802,unsure,,ALI-AO (agent: alpha),unsure,no,,,True,PRJNA919922
SRX19704189,27011742,gs://arc-institute-virtual-cell-atlas/scbasecount/2026-01-12/h5ad/GeneFull/Homo_sapiens/SRX19704189.h5ad,20354,10x_Genomics,3_prime_gex,single_cell,Homo sapiens,lung,UBERON:0002048,CTD-ILD,MONDO:0015925,collagenase I/dispase II digestion,unsure,no,,,True,PRJNA945854
SRX19704200,27011753,gs://arc-institute-virtual-cell-atlas/scbasecount/2026-01-12/h5ad/GeneFull/Homo_sapiens/SRX19704200.h5ad,3829,10x_Genomics,3_prime_gex,single_cell,Homo sapiens,lung,UBERON:0002048,control (healthy),,unsure,unsure,no,,,True,PRJNA945854
SRX19704158,27011711,gs://arc-institute-virtual-cell-atlas/scbasecount/2026-01-12/h5ad/GeneFull/Homo_sapiens/SRX19704158.h5ad,14887,10x_Genomics,3_prime_gex,single_cell,Homo sapiens,lung,UBERON:0002048,idiopathic pulmonary fibrosis,MONDO:0800504,unsure,other,no,,,True,PRJNA945854
SRX19727436,27037988,gs://arc-institute-virtual-cell-atlas/scbasecount/2026-01-12/h5ad/GeneFull/Homo_sapiens/SRX19727436.h5ad,1324,10x_Genomics,3_prime_gex,single_cell,Homo sapiens,lung,UBERON:0002048,moderate COPD,MONDO:0005002,unsure,unsure,no,,,True,PRJNA946652
SRX14891763,21326077,gs://arc-institute-virtual-cell-atlas/scbasecount/2026-01-12/h5ad/GeneFull/Homo_sapiens/SRX14891763.h5ad,9384,10x_Genomics,3_prime_gex,single_cell,Homo sapiens,lung,,multiple primary lung cancer,MONDO:0008903,unsure,unsure,no,,,True,PRJNA827791
SRX19162056,26358125,gs://arc-institute-virtual-cell-atlas/scbasecount/2026-01-12/h5ad/GeneFull/Homo_sapiens/SRX19162056.h5ad,7417,10x_Genomics,5_prime_gex,single_cell,Homo sapiens,"lung lymph node, mesenteric lymph node, lung","UBERON:0035764,UBERON:0002509,UBERON:0002048",unsure,,unsure,B cells,no,,,True,PRJNA927026
SRX19162065,26358134,gs://arc-institute-virtual-cell-atlas/scbasecount/2026-01-12/h5ad/GeneFull/Homo_sapiens/SRX19162065.h5ad,7325,10x_Genomics,5_prime_gex,single_cell,Homo sapiens,"lung lymph node, mesenteric lymph node, lung","UBERON:0035764,UBERON:0002509,UBERON:0002048",unsure,,unsure,B cells,no,,,True,PRJNA927026
SRX19162066,26358135,gs://arc-institute-virtual-cell-atlas/scbasecount/2026-01-12/h5ad/GeneFull/Homo_sapiens/SRX19162066.h5ad,6745,10x_Genomics,5_prime_gex,single_cell,Homo sapiens,"mixture of lung lymph node, mesenteric lymph node, lung","UBERON:0035764,UBERON:0002509,UBERON:0002048",related to cancer treatment and vascular disruption,,"Brimamin treatment, inhibits tubulin polymerization, induces apoptosis","endothelial cells, carcinoma-derived cells",no,,,True,PRJNA927026
SRX19320094,26568289,gs://arc-institute-virtual-cell-atlas/scbasecount/2026-01-12/h5ad/GeneFull/Homo_sapiens/SRX19320094.h5ad,4630,10x_Genomics,3_prime_gex,single_cell,Homo sapiens,lung,,non-small-cell lung cancer (NSCLC),MONDO:0005233,"Crizotinib, Alectinib, Ceritinib","NIH 3T3 Cells, Tumor Cell Lines",no,,,True,PRJNA934551
SRX19844827,27212926,gs://arc-institute-virtual-cell-atlas/scbasecount/2026-01-12/h5ad/GeneFull/Homo_sapiens/SRX19844827.h5ad,10537,10x_Genomics,3_prime_gex,single_cell,Homo sapiens,lung,UBERON:0002048,sarcoidosis,MONDO:0019338,collagenase I/dispase II or Miltenyi Multi-Tissue Dissociation Kit,not specified,no,,,True,PRJNA945854
SRX19844820,27212919,gs://arc-institute-virtual-cell-atlas/scbasecount/2026-01-12/h5ad/GeneFull/Homo_sapiens/SRX19844820.h5ad,9010,10x_Genomics,3_prime_gex,single_cell,Homo sapiens,lung,UBERON:0002048,IPF (Idiopathic Pulmonary Fibrosis),MONDO:0800504,unsure,not_applicable,no,,,True,PRJNA945854
SRX19844833,27212932,gs://arc-institute-virtual-cell-atlas/scbasecount/2026-01-12/h5ad/GeneFull/Homo_sapiens/SRX19844833.h5ad,14577,10x_Genomics,3_prime_gex,single_cell,Homo sapiens,lung,UBERON:0002048,IPF (Idiopathic Pulmonary Fibrosis),MONDO:0800504,unsure,unsure,no,,,True,PRJNA945854
SRX19704123,27011676,gs://arc-institute-virtual-cell-atlas/scbasecount/2026-01-12/h5ad/GeneFull/Homo_sapiens/SRX19704123.h5ad,2297,10x_Genomics,3_prime_gex,single_cell,Homo sapiens,lung,UBERON:0002048,control (healthy),,not specified,not specified,no,,,True,PRJNA945854
SRX19704131,27011684,gs://arc-institute-virtual-cell-atlas/scbasecount/2026-01-12/h5ad/GeneFull/Homo_sapiens/SRX19704131.h5ad,4834,10x_Genomics,3_prime_gex,single_cell,Homo sapiens,lung,UBERON:0002048,idiopathic pulmonary fibrosis,MONDO:0800504,unsure,unsure,no,,,True,PRJNA945854
SRX19704129,27011682,gs://arc-institute-virtual-cell-atlas/scbasecount/2026-01-12/h5ad/GeneFull/Homo_sapiens/SRX19704129.h5ad,3128,10x_Genomics,3_prime_gex,single_cell,Homo sapiens,lung,UBERON:0002048,ILD/HP,MONDO:0015925,unsure,unsure,no,,,True,PRJNA945854
SRX20180657,27600004,gs://arc-institute-virtual-cell-atlas/scbasecount/2026-01-12/h5ad/GeneFull/Homo_sapiens/SRX20180657.h5ad,4548,10x_Genomics,3_prime_gex,single_cell,Homo sapiens,lung organoid co-cultured with macrophage,,unsure,,unsure,unsure,no,,,True,PRJNA966111
SRX20221193,27641469,gs://arc-institute-virtual-cell-atlas/scbasecount/2026-01-12/h5ad/GeneFull/Homo_sapiens/SRX20221193.h5ad,8190,10x_Genomics,3_prime_gex,single_cell,Homo sapiens,lung,UBERON:0002048,paraquat poisoning,MONDO:0017862,34 days post paraquat-poisoning,epithelial cells,no,,,True,PRJNA967233
SRX19886024,27256571,gs://arc-institute-virtual-cell-atlas/scbasecount/2026-01-12/h5ad/GeneFull/Homo_sapiens/SRX19886024.h5ad,7338,10x_Genomics,3_prime_gex,single_cell,Homo sapiens,lung,UBERON:0002048,mantle cell lymphoma,MONDO:0004992,anti-JAM-C therapy,"H-23, H-358",no,,,True,PRJNA952672
SRX19886044,27256591,gs://arc-institute-virtual-cell-atlas/scbasecount/2026-01-12/h5ad/GeneFull/Homo_sapiens/SRX19886044.h5ad,5144,10x_Genomics,3_prime_gex,single_cell,Homo sapiens,lung,UBERON:0002048,non-small cell carcinoma,MONDO:0005233,AMG-510 (800 nm),H358,no,,,True,PRJNA952672
